order_date,region,product,channel,quantity,revenue,cost,profit
2024-12-28,South,Phone,Paid Ads,4,4093.57,2245.96,1847.6100000000001
2024-10-14,South,Phone,Email,1,336.3,267.44,68.86000000000001
2024-09-25,South,Tablet,Email,1,733.91,492.81,241.09999999999997
2024-10-16,West,Laptop,Email,3,3429.09,1939.9,1489.19
2024-12-30,North,Laptop,Referral,4,4002.65,2288.63,1714.02
2024-04-27,South,Tablet,Email,2,1439.24,855.38,583.86
2024-12-22,West,Phone,Paid Ads,2,2607.17,1694.32,912.8500000000001
2024-03-13,West,Tablet,Organic,4,965.8,702.01,263.78999999999996
2024-07-04,West,Accessories,Organic,3,4007.72,2458.75,1548.9699999999998
2024-08-06,South,Tablet,Referral,2,2889.48,2010.44,879.04
2024-03-22,West,Monitor,Paid Ads,1,388.76,242.14,146.62
2024-03-01,East,Accessories,Referral,2,1486.2,953.26,532.94
2024-09-14,North,Laptop,Organic,2,1854.71,1238.88,615.8299999999999
2024-03-29,South,Laptop,Organic,4,4913.85,3255.56,1658.2900000000004
2024-10-23,North,Tablet,Email,4,1737.52,1251.52,486.0
2024-12-24,South,Laptop,Organic,3,948.57,546.22,402.35
2024-07-17,East,Monitor,Paid Ads,3,2134.98,1176.87,958.1100000000001
2024-02-17,North,Laptop,Referral,3,2611.0,1865.33,745.6700000000001
2024-08-31,East,Tablet,Email,1,1461.42,923.04,538.3800000000001
2024-12-30,South,Monitor,Referral,1,1296.02,690.79,605.23
2024-02-15,West,Phone,Email,4,624.23,455.31,168.92000000000002
2024-01-10,North,Tablet,Email,4,2945.92,2014.87,931.0500000000002
2024-09-26,South,Laptop,Email,2,2476.34,1910.93,565.4100000000001
2024-07-17,West,Phone,Referral,3,3740.74,1933.22,1807.5199999999998
2024-06-15,East,Phone,Organic,4,2070.21,1308.51,761.7
2024-08-22,South,Tablet,Paid Ads,3,2552.67,1315.01,1237.66
2024-04-20,South,Accessories,Organic,1,421.62,234.9,186.72
2024-04-27,South,Accessories,Paid Ads,4,4520.22,2368.13,2152.09
2024-12-12,South,Monitor,Paid Ads,4,2258.97,1346.83,912.1399999999999
2024-10-18,West,Phone,Referral,3,279.35,145.69,133.66000000000003
2024-12-02,South,Accessories,Referral,1,1149.66,783.84,365.82000000000005
2024-02-07,North,Phone,Organic,3,3982.37,2621.39,1360.98
2024-10-23,South,Laptop,Organic,4,1844.34,1446.94,397.39999999999986
2024-03-05,West,Accessories,Referral,4,3374.96,1752.53,1622.43
2024-09-13,West,Phone,Paid Ads,3,839.56,542.56,297.0
2024-01-02,North,Laptop,Referral,2,896.64,687.12,209.51999999999998
2024-11-27,West,Monitor,Paid Ads,3,3255.47,2096.54,1158.9299999999998
2024-06-26,North,Phone,Email,1,489.76,298.15,191.61
2024-08-17,West,Accessories,Referral,2,1859.8,996.81,862.99
2024-03-28,West,Laptop,Paid Ads,4,3286.1,2118.57,1167.5299999999997
2024-03-01,East,Tablet,Email,2,722.24,521.06,201.18000000000006
2024-08-06,West,Laptop,Email,1,131.56,68.96,62.60000000000001
2024-12-06,South,Monitor,Email,4,3994.57,2636.75,1357.8200000000002
2024-04-21,West,Monitor,Paid Ads,2,1114.43,699.25,415.18000000000006
2024-11-26,South,Tablet,Organic,2,1465.28,1043.27,422.01
2024-04-24,East,Accessories,Paid Ads,1,69.6,38.19,31.409999999999997
2024-08-15,East,Phone,Organic,1,1089.24,775.32,313.91999999999996
2024-03-03,West,Monitor,Organic,4,3335.54,2517.94,817.5999999999999
2024-06-16,South,Accessories,Organic,1,889.74,495.34,394.40000000000003
2024-01-02,South,Monitor,Referral,3,1988.05,1171.96,816.0899999999999
2024-12-02,East,Tablet,Paid Ads,4,1655.73,1167.34,488.3900000000001
2024-02-23,West,Phone,Organic,3,2671.98,1832.13,839.8499999999999
2024-01-31,North,Tablet,Organic,2,1329.04,923.63,405.40999999999997
2024-06-24,South,Monitor,Organic,3,3684.86,1984.57,1700.2900000000002
2024-05-13,East,Laptop,Organic,2,1915.35,1044.18,871.1699999999998
2024-02-23,South,Accessories,Email,4,3176.39,2060.54,1115.85
2024-08-03,East,Laptop,Organic,3,1995.2,1264.97,730.23
2024-09-13,North,Tablet,Organic,4,3351.75,1982.32,1369.43
2024-04-22,West,Phone,Referral,4,2774.36,1543.67,1230.69
2024-01-28,North,Monitor,Email,1,583.18,309.19,273.98999999999995
2024-03-14,East,Phone,Referral,3,1395.08,890.1,504.9799999999999
2024-07-04,East,Tablet,Referral,1,1350.28,760.5,589.78
2024-10-11,North,Laptop,Referral,1,1372.14,1005.23,366.9100000000001
2024-08-28,South,Phone,Email,1,542.51,386.47,156.03999999999996
2024-12-06,North,Monitor,Organic,1,218.6,144.48,74.12
2024-02-10,South,Tablet,Paid Ads,4,3084.0,1628.96,1455.04
2024-09-03,West,Tablet,Organic,4,1506.2,869.27,636.9300000000001
2024-10-04,South,Laptop,Organic,3,1752.09,1072.33,679.76
2024-11-28,South,Laptop,Referral,3,3773.58,2677.17,1096.4099999999999
2024-06-09,North,Accessories,Paid Ads,3,3937.97,2574.74,1363.23
2024-02-15,North,Accessories,Referral,2,506.48,335.93,170.55
2024-03-17,East,Tablet,Paid Ads,4,1001.82,632.99,368.83000000000004
2024-03-27,North,Accessories,Organic,2,1320.6,1041.19,279.40999999999985
2024-03-07,North,Monitor,Email,4,5180.71,3668.02,1512.69
2024-05-30,South,Monitor,Paid Ads,4,654.36,341.43,312.93
2024-04-22,West,Accessories,Referral,3,2511.52,1883.31,628.21
2024-04-30,North,Phone,Paid Ads,2,2076.23,1196.09,880.1400000000001
2024-06-09,North,Monitor,Referral,1,766.08,604.04,162.04000000000008
2024-08-05,East,Phone,Paid Ads,3,1390.81,795.22,595.5899999999999
2024-08-21,North,Tablet,Referral,3,3287.04,2292.18,994.8600000000001
2024-01-16,West,Phone,Paid Ads,1,938.39,633.99,304.4
2024-05-20,South,Accessories,Email,1,375.64,244.19,131.45
2024-03-25,East,Monitor,Referral,2,2509.23,1474.73,1034.5
2024-09-14,East,Monitor,Paid Ads,1,291.9,150.04,141.85999999999999
2024-03-29,South,Monitor,Paid Ads,4,4282.83,3356.46,926.3699999999999
2024-06-02,West,Monitor,Referral,4,3278.03,1890.01,1388.0200000000002
2024-04-30,North,Tablet,Organic,4,3265.79,2427.07,838.7199999999998
2024-04-19,East,Accessories,Referral,3,3284.68,2135.34,1149.3399999999997
2024-09-24,East,Laptop,Paid Ads,4,418.64,255.44,163.2
2024-07-02,South,Laptop,Paid Ads,4,248.46,136.8,111.66
2024-12-13,North,Tablet,Referral,3,3218.91,2258.17,960.7399999999998
2024-05-28,South,Laptop,Organic,1,1073.21,694.12,379.09000000000003
2024-10-27,West,Phone,Organic,3,2796.32,1770.93,1025.39
2024-10-23,East,Accessories,Email,4,5389.62,2884.89,2504.73
2024-12-04,South,Accessories,Referral,3,1156.22,833.0,323.22
2024-07-01,West,Tablet,Paid Ads,2,1782.66,1374.81,407.85000000000014
2024-05-25,North,Laptop,Email,4,4675.1,3573.02,1102.0800000000004
2024-05-14,South,Tablet,Organic,3,4013.71,3019.04,994.6700000000001
2024-05-29,East,Monitor,Organic,4,493.46,383.86,109.59999999999997
2024-12-12,North,Accessories,Referral,4,3482.01,1905.25,1576.7600000000002
2024-08-14,North,Laptop,Paid Ads,2,1181.34,642.26,539.0799999999999
2024-07-28,South,Accessories,Email,3,2275.43,1549.49,725.9399999999998
2024-08-13,South,Tablet,Organic,2,2660.07,2065.85,594.2200000000003
2024-08-29,North,Accessories,Email,3,253.9,161.23,92.67000000000002
2024-09-28,North,Phone,Email,4,1434.79,1042.79,392.0
2024-07-27,East,Monitor,Organic,1,1043.89,765.9,277.9900000000001
2024-06-26,North,Tablet,Paid Ads,3,3683.58,2673.26,1010.3199999999997
2024-09-24,West,Accessories,Organic,3,2224.91,1541.16,683.7499999999998
2024-01-07,East,Accessories,Organic,1,509.07,357.04,152.02999999999997
2024-07-26,North,Phone,Paid Ads,4,2607.95,1902.4,705.5499999999997
2024-10-14,North,Tablet,Paid Ads,4,3173.11,2475.92,697.19
2024-12-18,North,Accessories,Organic,1,127.48,99.6,27.88000000000001
2024-08-15,East,Tablet,Organic,2,2327.46,1685.47,641.99
2024-11-11,South,Laptop,Organic,2,2241.22,1215.76,1025.4599999999998
2024-09-15,West,Tablet,Email,1,1033.28,645.11,388.16999999999996
2024-03-30,West,Monitor,Organic,4,4325.34,2292.41,2032.9300000000003
2024-03-18,East,Monitor,Email,4,2173.25,1090.88,1082.37
2024-07-29,East,Laptop,Organic,1,581.79,332.27,249.51999999999998
2024-11-05,South,Accessories,Email,3,3174.37,1722.55,1451.82
2024-07-07,North,Tablet,Paid Ads,4,5598.83,2808.4,2790.43
2024-01-22,West,Accessories,Paid Ads,4,517.76,324.36,193.39999999999998
2024-07-27,East,Tablet,Email,4,3259.25,1767.61,1491.64
2024-05-16,South,Phone,Referral,3,2907.25,2251.33,655.9200000000001
2024-02-28,East,Monitor,Referral,2,571.3,401.2,170.09999999999997
2024-02-25,South,Tablet,Referral,2,1838.35,1013.63,824.7199999999999
2024-07-07,South,Phone,Organic,4,1118.04,789.82,328.2199999999999
2024-08-20,East,Monitor,Paid Ads,1,869.3,609.29,260.01
2024-12-10,North,Phone,Paid Ads,2,669.68,458.16,211.51999999999992
2024-09-25,East,Tablet,Referral,1,1006.16,691.65,314.51
2024-10-14,South,Tablet,Organic,1,1092.58,711.45,381.1299999999999
2024-01-29,South,Laptop,Organic,4,5557.71,3162.01,2395.7
2024-07-20,East,Accessories,Email,2,2702.17,1771.18,930.99
2024-03-06,South,Monitor,Organic,4,275.46,215.8,59.65999999999997
2024-06-22,East,Tablet,Paid Ads,2,1550.86,1091.3,459.55999999999995
2024-02-02,West,Phone,Email,3,3313.02,1657.22,1655.8
2024-03-10,South,Laptop,Referral,3,1296.11,662.76,633.3499999999999
2024-01-24,North,Laptop,Paid Ads,1,511.61,314.32,197.29000000000002
2024-06-07,West,Monitor,Paid Ads,2,845.16,427.88,417.28
2024-08-18,North,Tablet,Referral,2,1351.37,768.9,582.4699999999999
2024-12-22,East,Monitor,Paid Ads,1,997.27,519.69,477.5799999999999
2024-07-09,West,Phone,Organic,2,1294.37,929.71,364.65999999999985
2024-09-01,East,Monitor,Email,3,1611.37,1076.73,534.6399999999999
2024-01-25,West,Monitor,Paid Ads,3,1046.98,798.81,248.17000000000007
2024-07-09,East,Laptop,Email,1,1363.48,1024.75,338.73
2024-07-24,North,Tablet,Paid Ads,1,147.5,94.31,53.19
2024-04-20,North,Tablet,Paid Ads,4,393.27,304.33,88.94
2024-06-17,South,Phone,Organic,3,3587.63,2112.13,1475.5
2024-08-22,North,Phone,Paid Ads,4,2565.72,1791.99,773.7299999999998
2024-04-16,East,Phone,Email,4,284.19,191.1,93.09
2024-07-03,South,Monitor,Referral,4,1323.56,799.1,524.4599999999999
2024-05-06,North,Phone,Referral,4,385.57,301.53,84.04000000000002
2024-01-03,North,Phone,Email,2,144.8,91.33,53.47000000000001
2024-01-04,North,Monitor,Paid Ads,2,2265.35,1196.43,1068.9199999999998
2024-08-03,West,Tablet,Email,1,1242.84,699.74,543.0999999999999
2024-04-16,South,Accessories,Referral,2,536.44,349.26,187.18000000000006
2024-09-03,East,Monitor,Organic,2,1500.73,1153.99,346.74
2024-12-23,North,Monitor,Email,1,1333.14,897.35,435.7900000000001
2024-11-02,East,Accessories,Email,4,459.04,272.15,186.89000000000004
2024-12-01,North,Monitor,Email,4,5307.77,3311.38,1996.3900000000003
2024-07-13,East,Laptop,Email,1,933.09,681.8,251.29000000000008
2024-01-26,East,Accessories,Email,1,645.89,448.48,197.40999999999997
2024-12-16,West,Monitor,Email,3,1516.38,1046.36,470.0200000000002
2024-06-03,North,Laptop,Referral,2,2211.73,1320.94,890.79
2024-03-19,South,Laptop,Email,3,2367.44,1599.39,768.05
2024-07-25,West,Phone,Paid Ads,1,353.83,192.32,161.51
2024-08-23,North,Monitor,Paid Ads,2,2802.55,1635.74,1166.8100000000002
2024-06-12,East,Phone,Email,3,398.53,306.12,92.40999999999997
2024-09-11,West,Phone,Email,4,5998.5,3438.46,2560.04
2024-07-08,East,Monitor,Organic,4,948.08,607.28,340.80000000000007
2024-04-02,West,Accessories,Email,1,1048.08,713.99,334.0899999999999
2024-07-29,South,Accessories,Email,2,1947.44,1068.15,879.29
2024-09-07,South,Tablet,Email,1,560.42,349.28,211.14
2024-10-23,South,Accessories,Email,2,680.99,383.6,297.39
2024-03-31,East,Monitor,Referral,2,1036.91,779.43,257.48000000000013
2024-03-01,South,Accessories,Email,1,1045.96,809.56,236.4000000000001
2024-09-23,South,Phone,Organic,2,892.16,502.16,389.99999999999994
2024-07-14,East,Laptop,Paid Ads,4,4465.53,2639.35,1826.1799999999998
2024-05-18,North,Laptop,Paid Ads,4,3497.14,2130.17,1366.9699999999998
2024-10-30,West,Accessories,Paid Ads,4,4109.24,2124.25,1984.9899999999998
2024-03-18,West,Laptop,Organic,4,1483.18,1042.86,440.32000000000016
2024-07-18,South,Phone,Referral,1,348.99,200.65,148.34
2024-05-27,South,Accessories,Organic,4,4521.84,2550.64,1971.2000000000003
2024-12-05,North,Accessories,Referral,3,3656.52,2216.01,1440.5099999999998
2024-08-30,South,Laptop,Organic,1,1201.86,636.61,565.2499999999999
2024-03-22,West,Phone,Email,4,505.99,322.36,183.63
2024-09-06,South,Phone,Email,3,2111.79,1119.73,992.06
2024-10-29,East,Tablet,Organic,4,4323.73,2731.35,1592.3799999999997
2024-03-23,North,Laptop,Referral,3,3165.29,2343.61,821.6799999999998
2024-01-01,East,Monitor,Organic,1,525.27,398.16,127.10999999999996
2024-11-19,West,Monitor,Paid Ads,3,888.45,701.6,186.85000000000002
2024-04-14,South,Tablet,Email,1,1239.4,697.53,541.8700000000001
2024-12-08,South,Tablet,Paid Ads,1,1112.45,785.13,327.32000000000005
2024-03-27,North,Phone,Paid Ads,4,3594.13,2195.73,1398.4
2024-04-02,North,Tablet,Organic,4,1440.05,765.61,674.4399999999999
2024-10-18,West,Tablet,Organic,3,3324.1,1713.95,1610.1499999999999
2024-03-08,South,Accessories,Referral,4,3598.01,2852.58,745.4300000000003
2024-11-26,West,Accessories,Email,4,2573.51,1864.43,709.0800000000002
2024-11-16,West,Tablet,Paid Ads,2,2312.68,1424.26,888.4199999999998
2024-08-22,West,Monitor,Email,2,675.77,438.2,237.57
2024-11-17,South,Accessories,Paid Ads,2,463.78,341.32,122.45999999999998
2024-02-11,North,Monitor,Email,2,2220.2,1271.41,948.7899999999997
2024-11-05,North,Phone,Email,1,1034.78,823.15,211.63
2024-11-19,North,Accessories,Email,2,2532.77,1290.95,1241.82
2024-12-19,North,Monitor,Paid Ads,2,2915.62,1784.6,1131.02
2024-12-07,North,Tablet,Referral,1,1447.54,957.83,489.7099999999999
2024-05-17,West,Phone,Organic,2,1268.05,647.8,620.25
2024-11-13,North,Accessories,Paid Ads,2,980.8,761.41,219.39
2024-11-14,East,Laptop,Email,3,3074.07,1718.49,1355.5800000000002
2024-05-02,West,Tablet,Referral,3,3247.23,1998.63,1248.6
2024-06-19,South,Tablet,Organic,3,700.95,438.93,262.02000000000004
2024-10-23,North,Tablet,Paid Ads,3,4442.13,3046.43,1395.7000000000003
2024-01-28,South,Phone,Referral,3,1448.26,1001.37,446.89
2024-05-13,North,Laptop,Email,3,325.41,171.96,153.45000000000002
2024-07-01,West,Laptop,Email,3,1123.61,676.56,447.04999999999995
2024-09-24,North,Laptop,Organic,1,804.23,490.14,314.09000000000003
2024-11-11,South,Laptop,Paid Ads,1,224.36,127.71,96.65000000000002
2024-07-18,West,Accessories,Organic,4,3547.76,1844.01,1703.7500000000002
2024-02-04,North,Phone,Organic,1,639.06,467.35,171.70999999999992
2024-01-01,East,Laptop,Paid Ads,3,835.83,461.55,374.28000000000003
2024-11-07,West,Accessories,Organic,4,4443.31,2710.86,1732.4500000000003
2024-10-08,West,Tablet,Paid Ads,3,1433.72,1032.31,401.4100000000001
2024-02-27,North,Phone,Email,1,1351.8,817.8,534.0
2024-08-14,North,Phone,Email,3,3462.35,2170.95,1291.4
2024-06-28,East,Accessories,Email,1,520.16,277.41,242.74999999999994
2024-12-17,West,Accessories,Email,2,2398.84,1652.17,746.6700000000001
2024-09-30,East,Laptop,Paid Ads,2,2015.12,1449.12,566.0
2024-11-13,South,Accessories,Email,1,1018.32,521.56,496.7600000000001
2024-10-17,West,Monitor,Referral,4,4353.66,2443.59,1910.0699999999997
2024-06-02,West,Laptop,Referral,3,2819.63,2081.06,738.5700000000002
2024-02-25,South,Tablet,Paid Ads,4,327.52,244.02,83.49999999999997
2024-03-14,East,Monitor,Referral,1,936.67,663.92,272.75
2024-06-30,South,Tablet,Email,1,903.96,593.17,310.7900000000001
2024-06-24,South,Tablet,Referral,3,763.83,521.42,242.41000000000008
2024-09-21,East,Tablet,Email,2,1804.61,1361.01,443.5999999999999
2024-07-22,North,Phone,Paid Ads,1,1351.42,857.0,494.4200000000001
2024-01-20,South,Monitor,Referral,4,1298.29,949.57,348.7199999999999
2024-05-19,South,Tablet,Organic,4,4249.98,2389.9,1860.0799999999995
2024-10-27,East,Phone,Organic,2,2155.16,1216.5,938.6599999999999
2024-09-13,West,Tablet,Email,4,2627.01,1714.28,912.7300000000002
2024-06-18,East,Phone,Paid Ads,1,1297.37,1016.79,280.5799999999999
2024-09-08,East,Tablet,Email,1,1132.78,857.89,274.89
2024-12-12,West,Laptop,Paid Ads,4,1395.23,882.3,512.9300000000001
2024-04-03,North,Tablet,Organic,4,4284.7,2860.41,1424.29
2024-02-09,East,Accessories,Paid Ads,1,676.12,497.45,178.67000000000002
2024-09-16,West,Tablet,Organic,2,1863.08,1253.36,609.72
2024-10-30,West,Accessories,Email,4,2913.0,2302.5,610.5
2024-01-31,West,Monitor,Referral,3,576.55,363.74,212.80999999999995
2024-09-28,East,Monitor,Organic,2,1690.36,945.24,745.1199999999999
2024-11-21,East,Tablet,Organic,1,732.19,482.03,250.16000000000008
2024-09-05,West,Laptop,Referral,4,260.0,178.84,81.16
2024-12-13,South,Laptop,Referral,1,946.6,505.42,441.18
2024-03-05,North,Monitor,Email,2,1862.36,1231.84,630.52
2024-08-29,South,Phone,Paid Ads,3,1136.74,764.63,372.11
2024-03-12,East,Phone,Organic,1,901.34,468.7,432.64000000000004
2024-06-25,South,Monitor,Paid Ads,4,4277.94,2513.06,1764.8799999999997
2024-12-29,East,Accessories,Paid Ads,4,5763.57,4119.21,1644.3599999999997
2024-09-21,West,Tablet,Referral,2,1137.66,662.84,474.82000000000005
2024-10-30,East,Accessories,Organic,2,2801.45,1890.98,910.4699999999998
2024-01-14,East,Accessories,Referral,2,110.79,63.42,47.370000000000005
2024-02-07,East,Laptop,Referral,3,4487.52,3283.63,1203.8900000000003
2024-08-06,West,Phone,Referral,3,3523.03,2364.68,1158.3500000000004
2024-07-26,North,Tablet,Referral,1,736.1,507.26,228.84000000000003
2024-01-26,East,Tablet,Paid Ads,4,1756.37,1245.95,510.41999999999985
2024-03-17,West,Laptop,Organic,3,3250.48,1670.35,1580.13
2024-02-01,West,Monitor,Paid Ads,1,702.64,355.98,346.65999999999997
2024-07-30,East,Tablet,Organic,1,998.33,623.82,374.51
2024-07-07,West,Laptop,Paid Ads,2,2590.15,1386.36,1203.7900000000002
2024-03-20,South,Laptop,Email,3,2070.73,1622.41,448.31999999999994
2024-02-25,East,Laptop,Paid Ads,3,3818.67,2142.78,1675.8899999999999
2024-08-02,North,Laptop,Paid Ads,3,2928.46,2301.76,626.6999999999998
2024-11-04,East,Tablet,Email,4,5791.51,3061.81,2729.7000000000003
2024-10-26,South,Monitor,Referral,1,1366.33,978.81,387.52
2024-08-05,South,Laptop,Paid Ads,1,275.69,170.26,105.43
2024-10-27,North,Monitor,Organic,4,5606.38,4015.15,1591.23
2024-06-20,North,Accessories,Organic,2,2809.33,1477.51,1331.82
2024-03-01,West,Laptop,Referral,1,1410.94,784.13,626.8100000000001
2024-08-31,South,Monitor,Referral,1,251.98,127.67,124.30999999999999
2024-09-15,West,Tablet,Email,3,1370.76,1085.19,285.56999999999994
2024-08-08,East,Tablet,Paid Ads,1,218.71,132.98,85.73000000000002
2024-05-04,North,Accessories,Email,2,1411.06,1068.39,342.66999999999985
2024-02-08,North,Monitor,Referral,1,1436.08,1115.82,320.26
2024-01-15,North,Accessories,Email,4,2661.46,1455.89,1205.57
2024-05-13,East,Phone,Paid Ads,4,4246.35,2798.21,1448.1400000000003
2024-01-21,East,Accessories,Referral,1,1368.86,691.83,677.0299999999999
2024-02-12,North,Accessories,Organic,2,1039.3,562.13,477.16999999999996
2024-11-19,North,Monitor,Paid Ads,4,4037.82,3008.53,1029.29
2024-10-12,West,Tablet,Referral,3,1608.68,1198.08,410.60000000000014
2024-05-22,South,Monitor,Organic,4,5822.3,4587.32,1234.9800000000005
2024-12-28,South,Laptop,Organic,3,1914.44,1347.51,566.9300000000001
2024-01-15,South,Monitor,Email,3,3752.73,2068.35,1684.38
2024-11-14,North,Accessories,Organic,4,4793.86,2817.94,1975.9199999999996
2024-09-16,North,Accessories,Email,3,1343.69,830.34,513.35
2024-09-11,South,Tablet,Paid Ads,1,438.62,262.57,176.05
2024-04-17,North,Laptop,Referral,4,1765.85,1290.0,475.8499999999999
2024-11-24,West,Laptop,Organic,3,749.84,549.48,200.36
2024-04-14,North,Tablet,Email,4,255.33,158.52,96.81
2024-06-07,North,Tablet,Organic,3,4184.7,2175.57,2009.1299999999997
2024-03-05,East,Phone,Organic,3,3424.72,2558.2,866.52
2024-11-23,West,Laptop,Referral,2,2093.65,1203.76,889.8900000000001
2024-11-25,West,Laptop,Email,3,4112.92,3281.9,831.02
2024-11-09,East,Monitor,Paid Ads,3,2374.94,1646.33,728.6100000000001
2024-09-09,North,Monitor,Email,4,3114.78,2350.18,764.6000000000004
2024-02-21,West,Phone,Referral,1,550.92,318.37,232.54999999999995
2024-10-01,South,Phone,Paid Ads,1,100.46,62.56,37.89999999999999
2024-10-17,East,Tablet,Email,2,1564.14,1198.34,365.8000000000002
2024-03-30,East,Accessories,Referral,1,842.61,561.22,281.39
2024-04-07,West,Accessories,Referral,3,2710.35,1686.71,1023.6399999999999
2024-05-28,East,Monitor,Email,2,760.56,513.5,247.05999999999995
2024-06-10,North,Accessories,Referral,4,5402.57,3341.16,2061.41
2024-09-22,North,Phone,Email,3,1942.61,992.06,950.55
2024-08-30,West,Phone,Email,2,597.93,416.24,181.68999999999994
2024-07-28,South,Tablet,Referral,2,494.2,320.88,173.32
2024-11-17,East,Phone,Email,4,1060.73,657.28,403.45000000000005
2024-03-27,West,Accessories,Organic,3,916.45,624.89,291.56000000000006
2024-11-01,West,Tablet,Referral,2,352.12,199.61,152.51
2024-10-16,North,Monitor,Paid Ads,4,4786.08,2410.12,2375.96
2024-06-04,South,Laptop,Paid Ads,3,424.75,328.78,95.97000000000003
2024-11-27,East,Laptop,Referral,1,1251.15,746.8,504.35000000000014
2024-08-01,West,Accessories,Organic,3,3906.43,2743.16,1163.27
2024-12-28,West,Accessories,Paid Ads,4,1879.09,1313.93,565.1599999999999
2024-04-26,East,Phone,Email,4,570.42,290.62,279.79999999999995
2024-06-13,West,Laptop,Referral,1,1039.95,738.6,301.35
2024-12-29,North,Monitor,Referral,4,3815.66,2669.88,1145.7799999999997
2024-05-31,West,Phone,Referral,3,915.99,662.26,253.73000000000002
2024-09-12,West,Monitor,Referral,1,1474.01,909.95,564.06
2024-02-12,West,Accessories,Organic,3,2757.23,1725.0,1032.23
2024-09-10,East,Phone,Organic,3,283.87,194.52,89.35
2024-11-20,East,Laptop,Email,3,2802.23,1566.29,1235.94
2024-11-29,West,Tablet,Paid Ads,2,718.75,442.4,276.35
2024-07-09,North,Accessories,Paid Ads,4,1668.6,958.91,709.6899999999999
2024-08-22,South,Accessories,Organic,1,234.41,145.23,89.18
2024-02-16,North,Tablet,Paid Ads,2,1293.09,1014.2,278.8899999999999
2024-11-04,West,Phone,Organic,1,453.92,332.03,121.89000000000004
2024-12-27,South,Monitor,Referral,2,574.31,362.25,212.05999999999995
2024-10-29,West,Accessories,Paid Ads,3,954.43,509.74,444.68999999999994
2024-07-04,North,Laptop,Referral,2,1919.91,1165.23,754.6800000000001
2024-01-20,West,Phone,Referral,3,2253.7,1233.56,1020.1399999999999
2024-08-08,East,Monitor,Referral,2,1494.28,1191.84,302.44000000000005
2024-04-19,West,Monitor,Paid Ads,2,2326.8,1191.68,1135.1200000000001
2024-07-26,North,Tablet,Paid Ads,2,1898.84,1117.06,781.78
2024-10-02,North,Monitor,Email,4,2865.68,1636.43,1229.2499999999998
2024-01-24,South,Phone,Referral,3,1826.58,1206.04,620.54
2024-08-03,North,Accessories,Referral,3,1936.55,1386.81,549.74
2024-11-13,South,Accessories,Email,4,3117.8,2105.35,1012.4500000000003
2024-09-01,North,Laptop,Referral,1,1287.76,737.35,550.41
2024-01-25,South,Monitor,Paid Ads,1,1403.01,978.12,424.89
2024-04-30,West,Accessories,Paid Ads,1,812.09,527.04,285.05000000000007
2024-05-24,North,Monitor,Paid Ads,2,2984.22,1868.19,1116.0299999999997
2024-08-07,South,Laptop,Paid Ads,3,1188.63,892.27,296.3600000000001
2024-02-15,South,Monitor,Paid Ads,3,3174.25,1985.17,1189.08
2024-01-03,West,Accessories,Organic,3,2922.66,2089.43,833.23
2024-11-27,East,Phone,Organic,3,4172.23,2226.93,1945.2999999999997
2024-11-10,East,Phone,Email,3,887.6,661.46,226.14
2024-04-18,South,Laptop,Organic,1,513.5,381.59,131.91000000000003
2024-08-17,South,Monitor,Organic,3,1887.07,1048.1,838.97
2024-04-04,West,Monitor,Email,4,1012.26,603.94,408.31999999999994
2024-11-29,North,Accessories,Email,4,2317.49,1793.21,524.2799999999997
2024-09-07,West,Monitor,Paid Ads,3,2461.96,1874.93,587.03
2024-10-11,West,Monitor,Organic,2,2960.6,2130.71,829.8899999999999
2024-12-25,West,Phone,Referral,4,5018.0,2725.93,2292.07
2024-03-01,West,Monitor,Organic,1,877.74,577.66,300.08000000000004
2024-04-04,East,Accessories,Organic,4,3113.19,2230.44,882.75
2024-09-06,East,Laptop,Email,2,2942.15,1818.59,1123.5600000000002
2024-12-21,East,Phone,Paid Ads,3,1046.31,569.47,476.8399999999999
2024-06-28,West,Accessories,Referral,4,2325.45,1689.99,635.4599999999998
2024-08-15,West,Laptop,Email,2,2794.86,1651.86,1143.0000000000002
2024-06-27,South,Accessories,Email,1,406.34,273.5,132.83999999999997
2024-11-13,North,Phone,Email,2,1083.69,646.75,436.94000000000005
2024-06-18,South,Accessories,Referral,2,1088.56,800.62,287.93999999999994
2024-01-15,East,Tablet,Organic,3,200.66,133.85,66.81
2024-05-04,North,Accessories,Organic,3,962.5,604.13,358.37
2024-12-08,North,Monitor,Organic,3,1346.16,705.24,640.9200000000001
2024-01-20,North,Laptop,Referral,4,3943.31,2784.81,1158.5
2024-06-21,East,Laptop,Organic,4,3897.18,2595.63,1301.5499999999997
2024-09-12,West,Monitor,Email,2,2523.59,1782.84,740.7500000000002
2024-09-29,East,Laptop,Organic,3,3107.18,2074.41,1032.77
2024-09-28,East,Monitor,Organic,1,1196.62,732.55,464.06999999999994
2024-06-28,South,Accessories,Paid Ads,3,1240.97,877.26,363.71000000000004
2024-07-25,South,Laptop,Referral,1,633.35,347.38,285.97
2024-03-09,East,Laptop,Paid Ads,4,2328.36,1222.78,1105.5800000000002
2024-09-25,South,Tablet,Paid Ads,3,2833.15,1925.39,907.76
2024-05-17,East,Tablet,Email,4,3012.96,1782.68,1230.28
2024-02-11,East,Laptop,Paid Ads,4,4886.2,2982.66,1903.54
2024-04-21,North,Phone,Referral,2,808.28,540.01,268.27
